day,month,year,home_team,away_team,home_score,away_score,tournament,winner,loser
27,12,2018,Qatar,Algeria,0,1,Friendly,Algeria,Qatar
28,12,2018,China PR,Jordan,1,1,Friendly,Tie,Tie
28,12,2018,Iraq,Palestine,1,0,Friendly,Iraq,Palestine
28,12,2018,United Arab Emirates,Kuwait,0,2,Friendly,Kuwait,United Arab Emirates
29,12,2018,Bahrain,North Korea,4,0,Friendly,Bahrain,North Korea
30,12,2018,Australia,Oman,5,0,Friendly,Australia,Oman
30,12,2018,Yemen,Syria,0,1,Friendly,Syria,Yemen
31,12,2018,South Korea,Saudi Arabia,0,0,Friendly,Tie,Tie
31,12,2018,Kyrgyzstan,Palestine,2,1,Friendly,Kyrgyzstan,Palestine
31,12,2018,Philippines,Vietnam,2,4,Friendly,Vietnam,Philippines
31,12,2018,Qatar,Iran,1,2,Friendly,Iran,Qatar
2,1,2019,Oman,Thailand,2,0,Friendly,Oman,Thailand
5,1,2019,United Arab Emirates,Bahrain,1,1,AFC Asian Cup,Tie,Tie
6,1,2019,Thailand,India,1,4,AFC Asian Cup,India,Thailand
6,1,2019,Australia,Jordan,0,1,AFC Asian Cup,Jordan,Australia
6,1,2019,Syria,Palestine,0,0,AFC Asian Cup,Tie,Tie
7,1,2019,China PR,Kyrgyzstan,2,1,AFC Asian Cup,China PR,Kyrgyzstan
7,1,2019,South Korea,Philippines,1,0,AFC Asian Cup,South Korea,Philippines
7,1,2019,Iran,Yemen,5,0,AFC Asian Cup,Iran,Yemen
8,1,2019,Finland,Sweden,1,0,Friendly,Finland,Sweden
8,1,2019,Iraq,Vietnam,3,2,AFC Asian Cup,Iraq,Vietnam
8,1,2019,Saudi Arabia,North Korea,4,0,AFC Asian Cup,Saudi Arabia,North Korea
9,1,2019,Qatar,Lebanon,2,0,AFC Asian Cup,Qatar,Lebanon
9,1,2019,Japan,Turkmenistan,3,2,AFC Asian Cup,Japan,Turkmenistan
9,1,2019,Uzbekistan,Oman,2,1,AFC Asian Cup,Uzbekistan,Oman
10,1,2019,Bahrain,Thailand,0,1,AFC Asian Cup,Thailand,Bahrain
10,1,2019,Jordan,Syria,2,0,AFC Asian Cup,Jordan,Syria
10,1,2019,United Arab Emirates,India,2,0,AFC Asian Cup,United Arab Emirates,India
11,1,2019,Estonia,Finland,2,1,Friendly,Estonia,Finland
11,1,2019,Iceland,Sweden,2,2,Friendly,Tie,Tie
11,1,2019,Palestine,Australia,0,3,AFC Asian Cup,Australia,Palestine
11,1,2019,Philippines,China PR,0,3,AFC Asian Cup,China PR,Philippines
11,1,2019,Kyrgyzstan,South Korea,0,1,AFC Asian Cup,South Korea,Kyrgyzstan
12,1,2019,Vietnam,Iran,0,2,AFC Asian Cup,Iran,Vietnam
12,1,2019,Yemen,Iraq,0,3,AFC Asian Cup,Iraq,Yemen
12,1,2019,Lebanon,Saudi Arabia,0,2,AFC Asian Cup,Saudi Arabia,Lebanon
13,1,2019,North Korea,Qatar,0,6,AFC Asian Cup,Qatar,North Korea
13,1,2019,Oman,Japan,0,1,AFC Asian Cup,Japan,Oman
13,1,2019,Turkmenistan,Uzbekistan,0,4,AFC Asian Cup,Uzbekistan,Turkmenistan
14,1,2019,India,Bahrain,0,1,AFC Asian Cup,Bahrain,India
14,1,2019,United Arab Emirates,Thailand,1,1,AFC Asian Cup,Tie,Tie
15,1,2019,Estonia,Iceland,0,0,Friendly,Tie,Tie
15,1,2019,Australia,Syria,3,2,AFC Asian Cup,Australia,Syria
15,1,2019,Palestine,Jordan,0,0,AFC Asian Cup,Tie,Tie
16,1,2019,South Korea,China PR,2,0,AFC Asian Cup,South Korea,China PR
16,1,2019,Kyrgyzstan,Philippines,3,1,AFC Asian Cup,Kyrgyzstan,Philippines
16,1,2019,Iran,Iraq,0,0,AFC Asian Cup,Tie,Tie
16,1,2019,Vietnam,Yemen,2,0,AFC Asian Cup,Vietnam,Yemen
17,1,2019,Lebanon,North Korea,4,1,AFC Asian Cup,Lebanon,North Korea
17,1,2019,Saudi Arabia,Qatar,0,2,AFC Asian Cup,Qatar,Saudi Arabia
17,1,2019,Japan,Uzbekistan,2,1,AFC Asian Cup,Japan,Uzbekistan
17,1,2019,Oman,Turkmenistan,3,1,AFC Asian Cup,Oman,Turkmenistan
20,1,2019,Iran,Oman,2,0,AFC Asian Cup,Iran,Oman
20,1,2019,Jordan,Vietnam,1,1,AFC Asian Cup,Tie,Tie
20,1,2019,Thailand,China PR,1,2,AFC Asian Cup,China PR,Thailand
21,1,2019,Australia,Uzbekistan,0,0,AFC Asian Cup,Tie,Tie
21,1,2019,Japan,Saudi Arabia,1,0,AFC Asian Cup,Japan,Saudi Arabia
21,1,2019,United Arab Emirates,Kyrgyzstan,3,2,AFC Asian Cup,United Arab Emirates,Kyrgyzstan
22,1,2019,South Korea,Bahrain,2,1,AFC Asian Cup,South Korea,Bahrain
22,1,2019,Qatar,Iraq,1,0,AFC Asian Cup,Qatar,Iraq
24,1,2019,China PR,Iran,0,3,AFC Asian Cup,Iran,China PR
24,1,2019,Vietnam,Japan,0,1,AFC Asian Cup,Japan,Vietnam
25,1,2019,South Korea,Qatar,0,1,AFC Asian Cup,Qatar,South Korea
25,1,2019,United Arab Emirates,Australia,1,0,AFC Asian Cup,United Arab Emirates,Australia
27,1,2019,United States,Panama,3,0,Friendly,United States,Panama
28,1,2019,Iran,Japan,0,3,AFC Asian Cup,Japan,Iran
29,1,2019,United Arab Emirates,Qatar,0,4,AFC Asian Cup,Qatar,United Arab Emirates
1,2,2019,Japan,Qatar,1,3,AFC Asian Cup,Qatar,Japan
2,2,2019,United States,Costa Rica,2,0,Friendly,United States,Costa Rica
21,2,2019,Kazakhstan,Moldova,1,0,Friendly,Kazakhstan,Moldova
27,2,2019,Cuba,Bermuda,5,0,Friendly,Cuba,Bermuda
3,3,2019,Bolivia,Nicaragua,2,2,Friendly,Tie,Tie
4,3,2019,Barbados,Grenada,3,0,Friendly,Barbados,Grenada
6,3,2019,El Salvador,Guatemala,3,1,Friendly,El Salvador,Guatemala
9,3,2019,Cambodia,Bangladesh,0,1,Friendly,Bangladesh,Cambodia
16,3,2019,Bahamas,Turks and Caicos Islands,6,1,Friendly,Bahamas,Turks and Caicos Islands
18,3,2019,Fiji,New Caledonia,3,0,Friendly,Fiji,New Caledonia
18,3,2019,Solomon Islands,Vanuatu,3,1,Friendly,Solomon Islands,Vanuatu
19,3,2019,Myanmar,Taiwan,0,0,Friendly,Tie,Tie
20,3,2019,Germany,Serbia,1,1,Friendly,Tie,Tie
20,3,2019,Wales,Trinidad and Tobago,1,0,Friendly,Wales,Trinidad and Tobago
21,3,2019,Kosovo,Denmark,2,2,Friendly,Tie,Tie
21,3,2019,Kuwait,Nepal,0,0,Friendly,Tie,Tie
21,3,2019,Mauritius,New Caledonia,3,1,Friendly,Mauritius,New Caledonia
21,3,2019,United Arab Emirates,Saudi Arabia,2,1,Friendly,United Arab Emirates,Saudi Arabia
21,3,2019,United States,Ecuador,1,0,Friendly,United States,Ecuador
21,3,2019,Northern Ireland,Estonia,2,0,UEFA Euro qualification,Northern Ireland,Estonia
21,3,2019,Netherlands,Belarus,4,0,UEFA Euro qualification,Netherlands,Belarus
21,3,2019,Croatia,Azerbaijan,2,1,UEFA Euro qualification,Croatia,Azerbaijan
21,3,2019,Slovakia,Hungary,2,0,UEFA Euro qualification,Slovakia,Hungary
21,3,2019,Austria,Poland,0,1,UEFA Euro qualification,Poland,Austria
21,3,2019,North Macedonia,Latvia,3,1,UEFA Euro qualification,North Macedonia,Latvia
21,3,2019,Israel,Slovenia,1,1,UEFA Euro qualification,Tie,Tie
21,3,2019,Cyprus,San Marino,5,0,UEFA Euro qualification,Cyprus,San Marino
21,3,2019,Belgium,Russia,3,1,UEFA Euro qualification,Belgium,Russia
21,3,2019,Kazakhstan,Scotland,3,0,UEFA Euro qualification,Kazakhstan,Scotland
21,3,2019,British Virgin Islands,Turks and Caicos Islands,2,2,CONCACAF Nations League qualification,Tie,Tie
22,3,2019,Argentina,Venezuela,1,3,Friendly,Venezuela,Argentina
22,3,2019,Guatemala,Costa Rica,1,0,Friendly,Guatemala,Costa Rica
22,3,2019,Japan,Colombia,0,1,Kirin Challenge Cup,Colombia,Japan
22,3,2019,South Korea,Bolivia,1,0,Friendly,South Korea,Bolivia
22,3,2019,Mexico,Chile,3,1,Friendly,Mexico,Chile
22,3,2019,Peru,Paraguay,1,0,Friendly,Peru,Paraguay
22,3,2019,Bulgaria,Montenegro,1,1,UEFA Euro qualification,Tie,Tie
22,3,2019,England,Czech Republic,5,0,UEFA Euro qualification,England,Czech Republic
22,3,2019,Portugal,Ukraine,0,0,UEFA Euro qualification,Tie,Tie
22,3,2019,Luxembourg,Lithuania,2,1,UEFA Euro qualification,Luxembourg,Lithuania
22,3,2019,Albania,Turkey,0,2,UEFA Euro qualification,Turkey,Albania
22,3,2019,Andorra,Iceland,0,2,UEFA Euro qualification,Iceland,Andorra
22,3,2019,Moldova,France,1,4,UEFA Euro qualification,France,Moldova
22,3,2019,Botswana,Angola,0,1,African Cup of Nations qualification,Angola,Botswana
22,3,2019,Anguilla,United States Virgin Islands,0,3,CONCACAF Nations League qualification,United States Virgin Islands,Anguilla
22,3,2019,Saint Vincent and the Grenadines,Bonaire,2,1,CONCACAF Nations League qualification,Saint Vincent and the Grenadines,Bonaire
22,3,2019,Cayman Islands,Montserrat,1,2,CONCACAF Nations League qualification,Montserrat,Cayman Islands
22,3,2019,Saint Lucia,Aruba,3,2,CONCACAF Nations League qualification,Saint Lucia,Aruba
23,3,2019,Brazil,Panama,1,1,Friendly,Tie,Tie
23,3,2019,Malaysia,Afghanistan,2,1,Friendly,Malaysia,Afghanistan
23,3,2019,Oman,Singapore,1,1,Friendly,Tie,Tie
23,3,2019,Georgia,Switzerland,0,2,UEFA Euro qualification,Switzerland,Georgia
23,3,2019,Gibraltar,Republic of Ireland,0,1,UEFA Euro qualification,Republic of Ireland,Gibraltar
23,3,2019,Malta,Faroe Islands,2,1,UEFA Euro qualification,Malta,Faroe Islands
23,3,2019,Sweden,Romania,2,1,UEFA Euro qualification,Sweden,Romania
23,3,2019,Spain,Norway,2,1,UEFA Euro qualification,Spain,Norway
23,3,2019,Bosnia and Herzegovina,Armenia,2,1,UEFA Euro qualification,Bosnia and Herzegovina,Armenia
23,3,2019,Italy,Finland,2,0,UEFA Euro qualification,Italy,Finland
23,3,2019,Liechtenstein,Greece,0,2,UEFA Euro qualification,Greece,Liechtenstein
23,3,2019,Senegal,Madagascar,2,0,African Cup of Nations qualification,Senegal,Madagascar
23,3,2019,Cameroon,Comoros,3,0,African Cup of Nations qualification,Cameroon,Comoros
23,3,2019,Mali,South Sudan,3,0,African Cup of Nations qualification,Mali,South Sudan
23,3,2019,Ghana,Kenya,1,0,African Cup of Nations qualification,Ghana,Kenya
23,3,2019,Niger,Egypt,1,1,African Cup of Nations qualification,Tie,Tie
23,3,2019,Zambia,Namibia,4,1,African Cup of Nations qualification,Zambia,Namibia
23,3,2019,Dominica,Bahamas,4,0,CONCACAF Nations League qualification,Dominica,Bahamas
23,3,2019,Sint Maarten,Saint Martin,4,3,CONCACAF Nations League qualification,Sint Maarten,Saint Martin
23,3,2019,Antigua and Barbuda,Curaçao,2,1,CONCACAF Nations League qualification,Antigua and Barbuda,Curaçao
23,3,2019,Guyana,Belize,2,1,CONCACAF Nations League qualification,Guyana,Belize
23,3,2019,Suriname,Saint Kitts and Nevis,2,0,CONCACAF Nations League qualification,Suriname,Saint Kitts and Nevis
23,3,2019,Guadeloupe,Martinique,0,1,CONCACAF Nations League qualification,Martinique,Guadeloupe
24,3,2019,Taiwan,Solomon Islands,0,1,Friendly,Solomon Islands,Taiwan
24,3,2019,Fiji,Mauritius,1,0,Friendly,Fiji,Mauritius
24,3,2019,Northern Ireland,Belarus,2,1,UEFA Euro qualification,Northern Ireland,Belarus
24,3,2019,Netherlands,Germany,2,3,UEFA Euro qualification,Germany,Netherlands
24,3,2019,Wales,Slovakia,1,0,UEFA Euro qualification,Wales,Slovakia
24,3,2019,Hungary,Croatia,2,1,UEFA Euro qualification,Hungary,Croatia
24,3,2019,Israel,Austria,4,2,UEFA Euro qualification,Israel,Austria
24,3,2019,Poland,Latvia,2,0,UEFA Euro qualification,Poland,Latvia
24,3,2019,Slovenia,North Macedonia,1,1,UEFA Euro qualification,Tie,Tie
24,3,2019,San Marino,Scotland,0,2,UEFA Euro qualification,Scotland,San Marino
24,3,2019,Kazakhstan,Russia,0,4,UEFA Euro qualification,Russia,Kazakhstan
24,3,2019,Cyprus,Belgium,0,2,UEFA Euro qualification,Belgium,Cyprus
24,3,2019,Benin,Togo,2,1,African Cup of Nations qualification,Benin,Togo
24,3,2019,Libya,South Africa,1,2,African Cup of Nations qualification,South Africa,Libya
24,3,2019,Zimbabwe,Congo,2,0,African Cup of Nations qualification,Zimbabwe,Congo
24,3,2019,Central African Republic,Guinea,0,0,African Cup of Nations qualification,Tie,Tie
24,3,2019,Tanzania,Uganda,3,0,African Cup of Nations qualification,Tanzania,Uganda
24,3,2019,British Virgin Islands,Bonaire,1,2,CONCACAF Nations League qualification,Bonaire,British Virgin Islands
24,3,2019,Puerto Rico,Grenada,0,2,CONCACAF Nations League qualification,Grenada,Puerto Rico
24,3,2019,Canada,French Guiana,4,1,CONCACAF Nations League qualification,Canada,French Guiana
24,3,2019,Dominican Republic,Bermuda,1,3,CONCACAF Nations League qualification,Bermuda,Dominican Republic
24,3,2019,Haiti,Cuba,2,1,CONCACAF Nations League qualification,Haiti,Cuba
24,3,2019,Barbados,Nicaragua,0,1,CONCACAF Nations League qualification,Nicaragua,Barbados
24,3,2019,El Salvador,Jamaica,2,0,CONCACAF Nations League qualification,El Salvador,Jamaica
25,3,2019,Catalonia,Venezuela,2,1,Friendly,Catalonia,Venezuela
25,3,2019,Azerbaijan,Lithuania,0,0,Friendly,Tie,Tie
25,3,2019,Kuwait,Nepal,1,0,Friendly,Kuwait,Nepal
25,3,2019,Myanmar,Indonesia,0,2,Friendly,Indonesia,Myanmar
25,3,2019,Saudi Arabia,Equatorial Guinea,3,2,Friendly,Saudi Arabia,Equatorial Guinea
25,3,2019,Kosovo,Bulgaria,1,1,UEFA Euro qualification,Tie,Tie
25,3,2019,Montenegro,England,1,5,UEFA Euro qualification,England,Montenegro
25,3,2019,Portugal,Serbia,1,1,UEFA Euro qualification,Tie,Tie
25,3,2019,Luxembourg,Ukraine,1,2,UEFA Euro qualification,Ukraine,Luxembourg
25,3,2019,Turkey,Moldova,4,0,UEFA Euro qualification,Turkey,Moldova
25,3,2019,Andorra,Albania,0,3,UEFA Euro qualification,Albania,Andorra
25,3,2019,France,Iceland,4,0,UEFA Euro qualification,France,Iceland
26,3,2019,Algeria,Tunisia,1,0,Friendly,Algeria,Tunisia
26,3,2019,Costa Rica,Jamaica,1,0,Friendly,Costa Rica,Jamaica
26,3,2019,Czech Republic,Brazil,1,3,Friendly,Brazil,Czech Republic
26,3,2019,Ghana,Mauritania,3,1,Friendly,Ghana,Mauritania
26,3,2019,Gibraltar,Estonia,0,1,Friendly,Estonia,Gibraltar
26,3,2019,Honduras,Ecuador,0,0,Friendly,Tie,Tie
26,3,2019,Ivory Coast,Liberia,1,0,Friendly,Ivory Coast,Liberia
26,3,2019,Japan,Bolivia,0,1,Kirin Challenge Cup,Bolivia,Japan
26,3,2019,South Korea,Colombia,2,1,Friendly,South Korea,Colombia
26,3,2019,Morocco,Argentina,0,1,Friendly,Argentina,Morocco
26,3,2019,Nicaragua,Guatemala,0,1,Friendly,Guatemala,Nicaragua
26,3,2019,Nigeria,Egypt,1,0,Friendly,Nigeria,Egypt
26,3,2019,Paraguay,Mexico,2,4,Friendly,Mexico,Paraguay
26,3,2019,Peru,El Salvador,0,2,Friendly,El Salvador,Peru
26,3,2019,Senegal,Mali,2,1,Friendly,Senegal,Mali
26,3,2019,United Arab Emirates,Syria,0,0,Friendly,Tie,Tie
26,3,2019,United States,Chile,1,1,Friendly,Tie,Tie
26,3,2019,Republic of Ireland,Georgia,1,0,UEFA Euro qualification,Republic of Ireland,Georgia
26,3,2019,Switzerland,Denmark,3,3,UEFA Euro qualification,Tie,Tie
26,3,2019,Malta,Spain,0,2,UEFA Euro qualification,Spain,Malta
26,3,2019,Norway,Sweden,3,3,UEFA Euro qualification,Tie,Tie
26,3,2019,Romania,Faroe Islands,4,1,UEFA Euro qualification,Romania,Faroe Islands
26,3,2019,Bosnia and Herzegovina,Greece,2,2,UEFA Euro qualification,Tie,Tie
26,3,2019,Italy,Liechtenstein,6,0,UEFA Euro qualification,Italy,Liechtenstein
26,3,2019,Armenia,Finland,0,2,UEFA Euro qualification,Finland,Armenia
20,4,2019,Botswana,Seychelles,2,0,African Nations Championship qualification,Botswana,Seychelles
20,4,2019,Eswatini,Malawi,0,0,African Nations Championship qualification,Tie,Tie
4,5,2019,Yorkshire,Somaliland,6,2,Friendly,Yorkshire,Somaliland
11,5,2019,Malawi,Eswatini,1,1,African Nations Championship qualification,Tie,Tie
11,5,2019,Seychelles,Botswana,1,3,African Nations Championship qualification,Botswana,Seychelles
25,5,2019,Eswatini,Mauritius,2,2,COSAFA Cup,Tie,Tie
25,5,2019,Kernow,Barawa,5,0,Friendly,Kernow,Barawa
25,5,2019,Cascadia,Chagos Islands,6,3,Friendly,Cascadia,Chagos Islands
26,5,2019,Mozambique,Namibia,1,2,COSAFA Cup,Namibia,Mozambique
26,5,2019,Malawi,Seychelles,3,0,COSAFA Cup,Malawi,Seychelles
27,5,2019,Eswatini,Comoros,2,2,COSAFA Cup,Tie,Tie
28,5,2019,Seychelles,Mozambique,0,0,COSAFA Cup,Tie,Tie
28,5,2019,Namibia,Malawi,1,2,COSAFA Cup,Malawi,Namibia
28,5,2019,Laos,Sri Lanka,2,1,Friendly,Laos,Sri Lanka
29,5,2019,Comoros,Mauritius,2,1,COSAFA Cup,Comoros,Mauritius
29,5,2019,Panama,Basque Country,0,0,Friendly,Tie,Tie
30,5,2019,Mozambique,Malawi,1,1,COSAFA Cup,Tie,Tie
30,5,2019,Namibia,Seychelles,3,0,COSAFA Cup,Namibia,Seychelles
30,5,2019,Turkey,Greece,2,1,Friendly,Turkey,Greece
31,5,2019,Laos,Sri Lanka,2,2,Friendly,Tie,Tie
1,6,2019,Lesotho,Uganda,0,0,COSAFA Cup,Tie,Tie
1,6,2019,Zimbabwe,Comoros,2,0,COSAFA Cup,Zimbabwe,Comoros
1,6,2019,Venezuela,Ecuador,1,1,Friendly,Tie,Tie
1,6,2019,Yorkshire,Parishes of Jersey,1,0,Atlantic Heritage Cup,Yorkshire,Parishes of Jersey
2,6,2019,South Africa,Botswana,2,2,COSAFA Cup,Tie,Tie
2,6,2019,Zambia,Malawi,2,2,COSAFA Cup,Tie,Tie
2,6,2019,El Salvador,Haiti,1,0,Friendly,El Salvador,Haiti
2,6,2019,France,Bolivia,2,0,Friendly,France,Bolivia
2,6,2019,Luxembourg,Madagascar,3,3,Friendly,Tie,Tie
2,6,2019,Malaysia,Nepal,2,0,Friendly,Malaysia,Nepal
2,6,2019,Turkey,Uzbekistan,0,0,Friendly,Tie,Tie
2,6,2019,Artsakh,Sápmi,3,2,CONIFA European Football Cup,Artsakh,Sápmi
2,6,2019,Padania,Székely Land,4,0,CONIFA European Football Cup,Padania,Székely Land
2,6,2019,Parishes of Jersey,Chagos Islands,9,2,Atlantic Heritage Cup,Parishes of Jersey,Chagos Islands
3,6,2019,Colombia,Panama,3,0,Friendly,Colombia,Panama
3,6,2019,Vanuatu,Tahiti,2,0,Friendly,Vanuatu,Tahiti
3,6,2019,Artsakh,Chameria,1,4,CONIFA European Football Cup,Chameria,Artsakh
3,6,2019,Székely Land,Western Armenia,0,5,CONIFA European Football Cup,Western Armenia,Székely Land
4,6,2019,Comoros,Malawi,1,2,COSAFA Cup,Malawi,Comoros
4,6,2019,Chameria,Sápmi,4,0,CONIFA European Football Cup,Chameria,Sápmi
4,6,2019,Padania,Western Armenia,1,1,CONIFA European Football Cup,Tie,Tie
4,6,2019,South Africa,Uganda,1,1,COSAFA Cup,Tie,Tie
5,6,2019,Lesotho,Botswana,1,2,COSAFA Cup,Botswana,Lesotho
5,6,2019,Zimbabwe,Zambia,0,0,COSAFA Cup,Tie,Tie
5,6,2019,Brazil,Qatar,2,0,Friendly,Brazil,Qatar
5,6,2019,Japan,Trinidad and Tobago,0,0,Kirin Challenge Cup,Tie,Tie
5,6,2019,Mexico,Venezuela,3,1,Friendly,Mexico,Venezuela
5,6,2019,Paraguay,Honduras,1,1,Friendly,Tie,Tie
5,6,2019,Peru,Costa Rica,1,0,Friendly,Peru,Costa Rica
5,6,2019,United States,Jamaica,0,1,Friendly,Jamaica,United States
5,6,2019,Portugal,Switzerland,3,1,UEFA Nations League,Portugal,Switzerland
6,6,2019,Bermuda,Guyana,1,0,Friendly,Bermuda,Guyana
6,6,2019,Chile,Haiti,2,1,Friendly,Chile,Haiti
6,6,2019,Taiwan,Nepal,1,1,Friendly,Tie,Tie
6,6,2019,Iran,Syria,5,0,Friendly,Iran,Syria
6,6,2019,Slovakia,Jordan,5,1,Friendly,Slovakia,Jordan
6,6,2019,Tajikistan,Afghanistan,1,1,Friendly,Tie,Tie
6,6,2019,England,Netherlands,1,3,UEFA Nations League,Netherlands,England
6,6,2019,Padania,Sápmi,4,0,CONIFA European Football Cup,Padania,Sápmi
6,6,2019,Artsakh,Székely Land,2,1,CONIFA European Football Cup,Artsakh,Székely Land
6,6,2019,Bhutan,Guam,1,0,FIFA World Cup qualification,Bhutan,Guam
6,6,2019,Cambodia,Pakistan,2,0,FIFA World Cup qualification,Cambodia,Pakistan
6,6,2019,Laos,Bangladesh,0,1,FIFA World Cup qualification,Bangladesh,Laos
6,6,2019,Macau,Sri Lanka,1,0,FIFA World Cup qualification,Macau,Sri Lanka
6,6,2019,Mongolia,Brunei,2,0,FIFA World Cup qualification,Mongolia,Brunei
7,6,2019,Czech Republic,Bulgaria,2,1,UEFA Euro qualification,Czech Republic,Bulgaria
7,6,2019,Montenegro,Kosovo,1,1,UEFA Euro qualification,Tie,Tie
7,6,2019,Lithuania,Luxembourg,1,1,UEFA Euro qualification,Tie,Tie
7,6,2019,Ukraine,Serbia,5,0,UEFA Euro qualification,Ukraine,Serbia
7,6,2019,Georgia,Gibraltar,3,0,UEFA Euro qualification,Georgia,Gibraltar
7,6,2019,Denmark,Republic of Ireland,1,1,UEFA Euro qualification,Tie,Tie
7,6,2019,Faroe Islands,Spain,1,4,UEFA Euro qualification,Spain,Faroe Islands
7,6,2019,Norway,Romania,2,2,UEFA Euro qualification,Tie,Tie
7,6,2019,Sweden,Malta,3,0,UEFA Euro qualification,Sweden,Malta
7,6,2019,Austria,Slovenia,1,0,UEFA Euro qualification,Austria,Slovenia
7,6,2019,North Macedonia,Poland,0,1,UEFA Euro qualification,Poland,North Macedonia
7,6,2019,Latvia,Israel,0,3,UEFA Euro qualification,Israel,Latvia
7,6,2019,Lesotho,Zimbabwe,2,2,COSAFA Cup,Tie,Tie
7,6,2019,South Africa,Malawi,0,0,COSAFA Cup,Tie,Tie
7,6,2019,Argentina,Nicaragua,5,1,Friendly,Argentina,Nicaragua
7,6,2019,China PR,Philippines,2,0,Friendly,China PR,Philippines
7,6,2019,Fiji,Tahiti,1,1,Friendly,Tie,Tie
7,6,2019,Ivory Coast,Comoros,3,1,Friendly,Ivory Coast,Comoros
7,6,2019,Kenya,Madagascar,1,0,Friendly,Kenya,Madagascar
7,6,2019,South Korea,Australia,1,0,Friendly,South Korea,Australia
7,6,2019,Tunisia,Iraq,2,0,Friendly,Tunisia,Iraq
7,6,2019,Uruguay,Panama,3,0,Friendly,Uruguay,Panama
7,6,2019,Uzbekistan,North Korea,4,0,Friendly,Uzbekistan,North Korea
7,6,2019,Malaysia,Timor-Leste,7,1,FIFA World Cup qualification,Malaysia,Timor-Leste
8,6,2019,Estonia,Northern Ireland,1,2,UEFA Euro qualification,Northern Ireland,Estonia
8,6,2019,Belarus,Germany,0,2,UEFA Euro qualification,Germany,Belarus
8,6,2019,Croatia,Wales,2,1,UEFA Euro qualification,Croatia,Wales
8,6,2019,Azerbaijan,Hungary,1,3,UEFA Euro qualification,Hungary,Azerbaijan
8,6,2019,Iceland,Albania,1,0,UEFA Euro qualification,Iceland,Albania
8,6,2019,Moldova,Andorra,1,0,UEFA Euro qualification,Moldova,Andorra
8,6,2019,Turkey,France,2,0,UEFA Euro qualification,Turkey,France
8,6,2019,Russia,San Marino,9,0,UEFA Euro qualification,Russia,San Marino
8,6,2019,Scotland,Cyprus,2,1,UEFA Euro qualification,Scotland,Cyprus
8,6,2019,Belgium,Kazakhstan,3,0,UEFA Euro qualification,Belgium,Kazakhstan
8,6,2019,Finland,Bosnia and Herzegovina,2,0,UEFA Euro qualification,Finland,Bosnia and Herzegovina
8,6,2019,Armenia,Liechtenstein,3,0,UEFA Euro qualification,Armenia,Liechtenstein
8,6,2019,Greece,Italy,0,3,UEFA Euro qualification,Italy,Greece
8,6,2019,Botswana,Zambia,0,1,COSAFA Cup,Zambia,Botswana
8,6,2019,Angola,Guinea-Bissau,2,0,Friendly,Angola,Guinea-Bissau
8,6,2019,Nigeria,Zimbabwe,0,0,Friendly,Tie,Tie
8,6,2019,Singapore,Solomon Islands,4,3,Friendly,Singapore,Solomon Islands
8,6,2019,Sápmi,Székely Land,3,2,CONIFA European Football Cup,Sápmi,Székely Land
8,6,2019,Artsakh,Padania,2,0,CONIFA European Football Cup,Artsakh,Padania
9,6,2019,Brazil,Honduras,7,0,Friendly,Brazil,Honduras
9,6,2019,Cameroon,Zambia,2,1,Friendly,Cameroon,Zambia
9,6,2019,DR Congo,Burkina Faso,0,0,Friendly,Tie,Tie
9,6,2019,Japan,El Salvador,2,0,Kirin Challenge Cup,Japan,El Salvador
9,6,2019,Mexico,Ecuador,3,2,Friendly,Mexico,Ecuador
9,6,2019,Paraguay,Guatemala,2,0,Friendly,Paraguay,Guatemala
9,6,2019,Peru,Colombia,0,3,Friendly,Colombia,Peru
9,6,2019,Turkmenistan,Uganda,0,0,Friendly,Tie,Tie
9,6,2019,United States,Venezuela,0,3,Friendly,Venezuela,United States
9,6,2019,Switzerland,England,0,0,UEFA Nations League,Tie,Tie
9,6,2019,Portugal,Netherlands,1,0,UEFA Nations League,Portugal,Netherlands
10,6,2019,Czech Republic,Montenegro,3,0,UEFA Euro qualification,Czech Republic,Montenegro
10,6,2019,Bulgaria,Kosovo,2,3,UEFA Euro qualification,Kosovo,Bulgaria
10,6,2019,Serbia,Lithuania,4,1,UEFA Euro qualification,Serbia,Lithuania
10,6,2019,Ukraine,Luxembourg,1,0,UEFA Euro qualification,Ukraine,Luxembourg
10,6,2019,Republic of Ireland,Gibraltar,2,0,UEFA Euro qualification,Republic of Ireland,Gibraltar
10,6,2019,Denmark,Georgia,5,1,UEFA Euro qualification,Denmark,Georgia
10,6,2019,Faroe Islands,Norway,0,2,UEFA Euro qualification,Norway,Faroe Islands
10,6,2019,Malta,Romania,0,4,UEFA Euro qualification,Romania,Malta
10,6,2019,Spain,Sweden,3,0,UEFA Euro qualification,Spain,Sweden
10,6,2019,North Macedonia,Austria,1,4,UEFA Euro qualification,Austria,North Macedonia
10,6,2019,Poland,Israel,4,0,UEFA Euro qualification,Poland,Israel
10,6,2019,Latvia,Slovenia,0,5,UEFA Euro qualification,Slovenia,Latvia
10,6,2019,Vanuatu,Fiji,0,0,Friendly,Tie,Tie
11,6,2019,Germany,Estonia,8,0,UEFA Euro qualification,Germany,Estonia
11,6,2019,Belarus,Northern Ireland,0,1,UEFA Euro qualification,Northern Ireland,Belarus
