day,month,year,home_team,away_team,home_score,away_score,tournament,winner,loser
3,2,1900,Scotland,Wales,5,2,British Home Championship,Scotland,Wales
24,2,1900,Wales,Northern Ireland,2,0,British Home Championship,Wales,Northern Ireland
3,3,1900,Northern Ireland,Scotland,0,3,British Home Championship,Scotland,Northern Ireland
17,3,1900,Northern Ireland,England,0,2,British Home Championship,England,Northern Ireland
26,3,1900,Wales,England,1,1,British Home Championship,Tie,Tie
7,4,1900,Scotland,England,4,1,British Home Championship,Scotland,England
23,2,1901,Scotland,Northern Ireland,11,0,British Home Championship,Scotland,Northern Ireland
2,3,1901,Wales,Scotland,1,1,British Home Championship,Tie,Tie
9,3,1901,England,Northern Ireland,3,0,British Home Championship,England,Northern Ireland
18,3,1901,England,Wales,6,0,British Home Championship,England,Wales
23,3,1901,Northern Ireland,Wales,0,1,British Home Championship,Wales,Northern Ireland
30,3,1901,England,Scotland,2,2,British Home Championship,Tie,Tie
22,2,1902,Wales,Northern Ireland,0,3,British Home Championship,Northern Ireland,Wales
1,3,1902,Northern Ireland,Scotland,1,5,British Home Championship,Scotland,Northern Ireland
3,3,1902,Wales,England,0,0,British Home Championship,Tie,Tie
15,3,1902,Scotland,Wales,5,1,British Home Championship,Scotland,Wales
22,3,1902,Northern Ireland,England,0,1,British Home Championship,England,Northern Ireland
3,5,1902,England,Scotland,2,2,British Home Championship,Tie,Tie
20,7,1902,Uruguay,Argentina,0,6,Friendly,Argentina,Uruguay
12,10,1902,Austria,Hungary,5,0,Friendly,Austria,Hungary
14,2,1903,England,Northern Ireland,4,0,British Home Championship,England,Northern Ireland
2,3,1903,England,Wales,2,1,British Home Championship,England,Wales
9,3,1903,Wales,Scotland,0,1,British Home Championship,Scotland,Wales
21,3,1903,Scotland,Northern Ireland,0,2,British Home Championship,Northern Ireland,Scotland
28,3,1903,Northern Ireland,Wales,2,0,British Home Championship,Northern Ireland,Wales
4,4,1903,England,Scotland,1,2,British Home Championship,Scotland,England
5,4,1903,Hungary,Czechoslovakia,2,1,Friendly,Hungary,Czechoslovakia
11,6,1903,Hungary,Austria,3,2,Friendly,Hungary,Austria
13,9,1903,Argentina,Uruguay,2,3,Friendly,Uruguay,Argentina
11,10,1903,Austria,Hungary,4,2,Friendly,Austria,Hungary
29,2,1904,Wales,England,2,2,British Home Championship,Tie,Tie
12,3,1904,Northern Ireland,England,1,3,British Home Championship,England,Northern Ireland
12,3,1904,Scotland,Wales,1,1,British Home Championship,Tie,Tie
21,3,1904,Wales,Northern Ireland,0,1,British Home Championship,Northern Ireland,Wales
26,3,1904,Northern Ireland,Scotland,1,1,British Home Championship,Tie,Tie
9,4,1904,Scotland,England,0,1,British Home Championship,England,Scotland
1,5,1904,Belgium,France,3,3,Évence Coppée Trophy,Tie,Tie
2,6,1904,Hungary,Austria,3,0,Friendly,Hungary,Austria
9,10,1904,Austria,Hungary,5,4,Friendly,Austria,Hungary
12,2,1905,France,Switzerland,1,0,Friendly,France,Switzerland
25,2,1905,England,Northern Ireland,1,1,British Home Championship,Tie,Tie
6,3,1905,Wales,Scotland,3,1,British Home Championship,Wales,Scotland
18,3,1905,Scotland,Northern Ireland,4,0,British Home Championship,Scotland,Northern Ireland
27,3,1905,England,Wales,3,1,British Home Championship,England,Wales
1,4,1905,England,Scotland,1,0,British Home Championship,England,Scotland
8,4,1905,Northern Ireland,Wales,2,2,British Home Championship,Tie,Tie
9,4,1905,Hungary,Austria,0,0,Friendly,Tie,Tie
30,4,1905,Belgium,Netherlands,1,4,Friendly,Netherlands,Belgium
7,5,1905,Belgium,France,7,0,Friendly,Belgium,France
14,5,1905,Netherlands,Belgium,4,0,Friendly,Netherlands,Belgium
15,8,1905,Argentina,Uruguay,0,0,Copa Lipton,Tie,Tie
17,2,1906,Northern Ireland,England,0,5,British Home Championship,England,Northern Ireland
3,3,1906,Scotland,Wales,0,2,British Home Championship,Wales,Scotland
17,3,1906,Northern Ireland,Scotland,0,1,British Home Championship,Scotland,Northern Ireland
19,3,1906,Wales,England,0,1,British Home Championship,England,Wales
1,4,1906,Hungary,Czechoslovakia,1,1,Friendly,Tie,Tie
2,4,1906,Wales,Northern Ireland,4,4,British Home Championship,Tie,Tie
7,4,1906,Scotland,England,2,1,British Home Championship,Scotland,England
22,4,1906,France,Belgium,0,5,Friendly,Belgium,France
29,4,1906,Belgium,Netherlands,5,0,Friendly,Belgium,Netherlands
13,5,1906,Netherlands,Belgium,2,3,Friendly,Belgium,Netherlands
15,8,1906,Uruguay,Argentina,0,2,Copa Lipton,Argentina,Uruguay
7,10,1906,Czechoslovakia,Hungary,4,4,Friendly,Tie,Tie
21,10,1906,Argentina,Uruguay,2,1,Copa Newton,Argentina,Uruguay
4,11,1906,Hungary,Austria,3,1,Friendly,Hungary,Austria
16,2,1907,England,Northern Ireland,1,0,British Home Championship,England,Northern Ireland
23,2,1907,Northern Ireland,Wales,2,3,British Home Championship,Wales,Northern Ireland
4,3,1907,Wales,Scotland,1,0,British Home Championship,Wales,Scotland
16,3,1907,Scotland,Northern Ireland,3,0,British Home Championship,Scotland,Northern Ireland
18,3,1907,England,Wales,1,1,British Home Championship,Tie,Tie
6,4,1907,England,Scotland,1,1,British Home Championship,Tie,Tie
7,4,1907,Hungary,Czechoslovakia,5,2,Friendly,Hungary,Czechoslovakia
14,4,1907,Belgium,Netherlands,1,3,Friendly,Netherlands,Belgium
21,4,1907,Belgium,France,1,2,Friendly,France,Belgium
5,5,1907,Austria,Hungary,3,1,Friendly,Austria,Hungary
9,5,1907,Netherlands,Belgium,1,2,Friendly,Belgium,Netherlands
6,10,1907,Czechoslovakia,Hungary,5,3,Friendly,Czechoslovakia,Hungary
3,11,1907,Hungary,Austria,4,1,Friendly,Hungary,Austria
15,2,1908,Northern Ireland,England,1,3,British Home Championship,England,Northern Ireland
7,3,1908,Scotland,Wales,2,1,British Home Championship,Scotland,Wales
8,3,1908,Switzerland,France,1,2,Friendly,France,Switzerland
14,3,1908,Northern Ireland,Scotland,0,5,British Home Championship,Scotland,Northern Ireland
16,3,1908,Wales,England,1,7,British Home Championship,England,Wales
29,3,1908,Belgium,Netherlands,1,4,Friendly,Netherlands,Belgium
4,4,1908,Scotland,England,1,1,British Home Championship,Tie,Tie
5,4,1908,Hungary,Czechoslovakia,5,2,Friendly,Hungary,Czechoslovakia
5,4,1908,Switzerland,Germany,5,3,Friendly,Switzerland,Germany
11,4,1908,Wales,Northern Ireland,0,1,British Home Championship,Northern Ireland,Wales
12,4,1908,France,Belgium,1,2,Friendly,Belgium,France
26,4,1908,Netherlands,Belgium,3,1,Friendly,Netherlands,Belgium
3,5,1908,Austria,Hungary,4,0,Friendly,Austria,Hungary
10,5,1908,Netherlands,France,4,1,Friendly,Netherlands,France
6,6,1908,Austria,England,1,6,Friendly,England,Austria
7,6,1908,Austria,Germany,3,2,Friendly,Austria,Germany
8,6,1908,Austria,England,1,11,Friendly,England,Austria
10,6,1908,Hungary,England,0,7,Friendly,England,Hungary
13,6,1908,Czechoslovakia,England,0,4,Friendly,England,Czechoslovakia
12,7,1908,Sweden,Norway,11,3,Friendly,Sweden,Norway
15,8,1908,Uruguay,Argentina,2,2,Copa Lipton,Tie,Tie
13,9,1908,Argentina,Uruguay,2,1,Copa Newton,Argentina,Uruguay
4,10,1908,Argentina,Uruguay,0,1,Copa Premio Honor Argentino,Uruguay,Argentina
25,10,1908,Netherlands,Sweden,5,3,Friendly,Netherlands,Sweden
26,10,1908,Belgium,Sweden,2,1,Friendly,Belgium,Sweden
1,11,1908,Hungary,Austria,5,3,Friendly,Hungary,Austria
13,2,1909,England,Northern Ireland,4,0,British Home Championship,England,Northern Ireland
1,3,1909,Wales,Scotland,3,2,British Home Championship,Wales,Scotland
15,3,1909,England,Wales,2,0,British Home Championship,England,Wales
15,3,1909,Scotland,Northern Ireland,5,0,British Home Championship,Scotland,Northern Ireland
20,3,1909,Northern Ireland,Wales,2,3,British Home Championship,Wales,Northern Ireland
21,3,1909,Belgium,Netherlands,1,4,Friendly,Netherlands,Belgium
3,4,1909,England,Scotland,2,0,British Home Championship,England,Scotland
4,4,1909,Germany,Switzerland,1,0,Friendly,Germany,Switzerland
4,4,1909,Hungary,Germany,3,3,Friendly,Tie,Tie
25,4,1909,Netherlands,Belgium,4,1,Friendly,Netherlands,Belgium
2,5,1909,Austria,Hungary,3,4,Friendly,Hungary,Austria
9,5,1909,Belgium,France,5,2,Friendly,Belgium,France
29,5,1909,Hungary,England,2,4,Friendly,England,Hungary
30,5,1909,Hungary,Austria,1,1,Friendly,Tie,Tie
31,5,1909,Hungary,England,2,8,Friendly,England,Hungary
1,6,1909,Austria,England,1,8,Friendly,England,Austria
15,8,1909,Argentina,Uruguay,2,1,Copa Lipton,Argentina,Uruguay
19,9,1909,Uruguay,Argentina,2,2,Copa Newton,Tie,Tie
10,10,1909,Argentina,Uruguay,3,1,Copa Premio Honor Argentino,Argentina,Uruguay
7,11,1909,Hungary,Austria,2,2,Friendly,Tie,Tie
12,2,1910,Northern Ireland,England,1,1,British Home Championship,Tie,Tie
5,3,1910,Scotland,Wales,1,0,British Home Championship,Scotland,Wales
13,3,1910,Belgium,Netherlands,3,2,Friendly,Belgium,Netherlands
14,3,1910,Wales,England,0,1,British Home Championship,England,Wales
19,3,1910,Northern Ireland,Scotland,1,0,British Home Championship,Northern Ireland,Scotland
2,4,1910,Scotland,England,2,0,British Home Championship,Scotland,England
3,4,1910,France,Belgium,0,4,Friendly,Belgium,France
3,4,1910,Switzerland,Germany,2,3,Friendly,Germany,Switzerland
10,4,1910,Netherlands,Belgium,7,0,Friendly,Netherlands,Belgium
11,4,1910,Wales,Northern Ireland,4,1,British Home Championship,Wales,Northern Ireland
24,4,1910,Netherlands,Germany,4,2,Friendly,Netherlands,Germany
1,5,1910,Austria,Hungary,2,1,Friendly,Austria,Hungary
15,5,1910,Italy,France,6,2,Friendly,Italy,France
16,5,1910,Germany,Belgium,0,3,Friendly,Belgium,Germany
26,5,1910,Hungary,Italy,6,1,Friendly,Hungary,Italy
27,5,1910,Argentina,Chile,3,1,Friendly,Argentina,Chile
29,5,1910,Chile,Uruguay,0,3,Friendly,Uruguay,Chile
5,6,1910,Argentina,Chile,5,1,Friendly,Argentina,Chile
12,6,1910,Argentina,Uruguay,4,1,Friendly,Argentina,Uruguay
15,8,1910,Uruguay,Argentina,3,1,Copa Lipton,Uruguay,Argentina
11,9,1910,Chile,Argentina,0,3,Friendly,Argentina,Chile
11,9,1910,Norway,Sweden,0,4,Friendly,Sweden,Norway
16,10,1910,Germany,Netherlands,1,2,Friendly,Netherlands,Germany
6,11,1910,Hungary,Austria,3,0,Friendly,Hungary,Austria
13,11,1910,Argentina,Uruguay,1,1,Copa Premio Honor Argentino,Tie,Tie
27,11,1910,Argentina,Uruguay,2,6,Copa Premio Honor Argentino,Uruguay,Argentina
1,1,1911,France,Hungary,0,3,Friendly,Hungary,France
6,1,1911,Italy,Hungary,0,1,Friendly,Hungary,Italy
8,1,1911,Switzerland,Hungary,2,0,Friendly,Switzerland,Hungary
28,1,1911,Northern Ireland,Wales,1,2,British Home Championship,Wales,Northern Ireland
11,2,1911,England,Northern Ireland,2,1,British Home Championship,England,Northern Ireland
6,3,1911,Wales,Scotland,2,2,British Home Championship,Tie,Tie
13,3,1911,England,Wales,3,0,British Home Championship,England,Wales
18,3,1911,Scotland,Northern Ireland,2,0,British Home Championship,Scotland,Northern Ireland
19,3,1911,Belgium,Netherlands,1,5,Friendly,Netherlands,Belgium
26,3,1911,Germany,Switzerland,6,2,Friendly,Germany,Switzerland
1,4,1911,England,Scotland,1,1,British Home Championship,Tie,Tie
2,4,1911,Netherlands,Belgium,3,1,Friendly,Netherlands,Belgium
9,4,1911,France,Italy,2,2,Friendly,Tie,Tie
23,4,1911,Belgium,Germany,2,1,Friendly,Belgium,Germany
23,4,1911,Switzerland,France,5,2,Friendly,Switzerland,France
30,4,1911,Belgium,France,7,1,Friendly,Belgium,France
7,5,1911,Austria,Hungary,3,1,Friendly,Austria,Hungary
7,5,1911,Italy,Switzerland,2,2,Friendly,Tie,Tie
21,5,1911,Switzerland,Italy,3,0,Friendly,Switzerland,Italy
18,6,1911,Sweden,Germany,2,4,Friendly,Germany,Sweden
15,8,1911,Argentina,Uruguay,0,2,Copa Lipton,Uruguay,Argentina
17,9,1911,Sweden,Norway,4,1,Friendly,Sweden,Norway
17,9,1911,Uruguay,Argentina,2,3,Copa Newton,Argentina,Uruguay
8,10,1911,Uruguay,Argentina,1,1,Copa Premio Honor Uruguayo,Tie,Tie
9,10,1911,Germany,Austria,1,2,Friendly,Austria,Germany
22,10,1911,Argentina,Uruguay,2,0,Copa Premio Honor Argentino,Argentina,Uruguay
22,10,1911,Finland,Sweden,2,5,Friendly,Sweden,Finland
29,10,1911,Germany,Sweden,1,3,Friendly,Sweden,Germany
29,10,1911,Hungary,Switzerland,9,0,Friendly,Hungary,Switzerland
29,10,1911,Luxembourg,France,1,4,Friendly,France,Luxembourg
29,10,1911,Uruguay,Argentina,3,0,Copa Premio Honor Uruguayo,Uruguay,Argentina
5,11,1911,Hungary,Austria,2,0,Friendly,Hungary,Austria
17,12,1911,Germany,Hungary,1,4,Friendly,Hungary,Germany
28,1,1912,France,Belgium,1,1,Friendly,Tie,Tie
10,2,1912,Northern Ireland,England,1,6,British Home Championship,England,Northern Ireland
10,2,1912,France,Catalonia,7,0,Friendly,France,Catalonia
18,2,1912,France,Switzerland,4,1,Friendly,France,Switzerland
20,2,1912,Belgium,Switzerland,9,2,Friendly,Belgium,Switzerland
2,3,1912,Scotland,Wales,1,0,British Home Championship,Scotland,Wales
10,3,1912,Belgium,Netherlands,1,2,Friendly,Netherlands,Belgium
11,3,1912,Wales,England,0,2,British Home Championship,England,Wales
16,3,1912,Northern Ireland,Scotland,1,4,British Home Championship,Scotland,Northern Ireland
17,3,1912,Italy,France,3,4,Friendly,France,Italy
23,3,1912,Scotland,England,1,1,British Home Championship,Tie,Tie
24,3,1912,Netherlands,Germany,5,5,Friendly,Tie,Tie
13,4,1912,Wales,Northern Ireland,2,3,British Home Championship,Northern Ireland,Wales
14,4,1912,Hungary,Germany,4,4,Friendly,Tie,Tie
28,4,1912,Netherlands,Belgium,4,3,Friendly,Netherlands,Belgium
5,5,1912,Austria,Hungary,1,1,Friendly,Tie,Tie
5,5,1912,Switzerland,Germany,1,2,Friendly,Germany,Switzerland
16,6,1912,Norway,Sweden,1,2,Friendly,Sweden,Norway
20,6,1912,Sweden,Hungary,2,2,Friendly,Tie,Tie
23,6,1912,Norway,Hungary,0,6,Friendly,Hungary,Norway
27,6,1912,Sweden,Finland,7,1,Friendly,Sweden,Finland
30,6,1912,Austria,Italy,5,1,Friendly,Austria,Italy
1,7,1912,Austria,Norway,1,1,Friendly,Tie,Tie
3,7,1912,Hungary,Austria,3,0,Friendly,Hungary,Austria
3,7,1912,Norway,Russia,2,1,Friendly,Norway,Russia
5,7,1912,Netherlands,Austria,3,1,Friendly,Netherlands,Austria
12,7,1912,Russia,Hungary,0,9,Friendly,Hungary,Russia
14,7,1912,Russia,Hungary,0,12,Friendly,Hungary,Russia
15,8,1912,Uruguay,Argentina,2,0,Copa Lipton,Uruguay,Argentina
25,8,1912,Uruguay,Argentina,3,0,Copa Premio Honor Uruguayo,Uruguay,Argentina
22,9,1912,Argentina,Uruguay,0,1,Copa Premio Honor Argentino,Uruguay,Argentina
6,10,1912,Argentina,Uruguay,3,3,Copa Newton,Tie,Tie
6,10,1912,Denmark,Germany,3,1,Friendly,Denmark,Germany
3,11,1912,Hungary,Austria,4,0,Friendly,Hungary,Austria
3,11,1912,Sweden,Norway,4,2,Friendly,Sweden,Norway
17,11,1912,Germany,Netherlands,2,3,Friendly,Netherlands,Germany
1,12,1912,Uruguay,Argentina,1,3,Friendly,Argentina,Uruguay
1,12,1912,Catalonia,France,1,0,Friendly,Catalonia,France
22,12,1912,Italy,Austria,1,3,Friendly,Austria,Italy
12,1,1913,France,Italy,1,0,Friendly,France,Italy
18,1,1913,Northern Ireland,Wales,0,1,British Home Championship,Wales,Northern Ireland
15,2,1913,Northern Ireland,England,2,1,British Home Championship,Northern Ireland,England
16,2,1913,Belgium,France,3,0,Friendly,Belgium,France
3,3,1913,Wales,Scotland,0,0,British Home Championship,Tie,Tie
9,3,1913,Belgium,Netherlands,3,3,Friendly,Tie,Tie
9,3,1913,Switzerland,France,1,4,Friendly,France,Switzerland
15,3,1913,Northern Ireland,Scotland,1,2,British Home Championship,Scotland,Northern Ireland
17,3,1913,England,Wales,4,3,British Home Championship,England,Wales
5,4,1913,England,Scotland,1,0,British Home Championship,England,Scotland
20,4,1913,France,Luxembourg,8,0,Friendly,France,Luxembourg
20,4,1913,Netherlands,Belgium,2,4,Friendly,Belgium,Netherlands
27,4,1913,Austria,Hungary,1,4,Friendly,Hungary,Austria
1,5,1913,Italy,Belgium,1,0,Friendly,Italy,Belgium
4,5,1913,Russia,Sweden,1,4,Friendly,Sweden,Russia
4,5,1913,Switzerland,Belgium,1,2,Friendly,Belgium,Switzerland
18,5,1913,Germany,Switzerland,1,2,Friendly,Switzerland,Germany
18,5,1913,Hungary,Sweden,2,0,Friendly,Hungary,Sweden
25,5,1913,Denmark,Sweden,8,0,Friendly,Denmark,Sweden
8,6,1913,Sweden,Norway,9,0,Friendly,Sweden,Norway
15,6,1913,Argentina,Uruguay,1,1,Friendly,Tie,Tie
15,6,1913,Austria,Italy,2,0,Friendly,Austria,Italy
9,7,1913,Argentina,Uruguay,2,1,Friendly,Argentina,Uruguay
15,8,1913,Argentina,Uruguay,4,0,Copa Lipton,Argentina,Uruguay
31,8,1913,Argentina,Uruguay,2,0,Copa Premio Honor Argentino,Argentina,Uruguay
14,9,1913,Russia,Norway,1,1,Friendly,Tie,Tie
21,9,1913,Chile,Argentina,0,2,Friendly,Argentina,Chile
5,10,1913,Sweden,Denmark,0,10,Friendly,Denmark,Sweden
5,10,1913,Uruguay,Argentina,1,0,Copa Premio Honor Uruguayo,Uruguay,Argentina
26,10,1913,Germany,Denmark,1,4,Friendly,Denmark,Germany
26,10,1913,Hungary,Austria,4,3,Friendly,Hungary,Austria
26,10,1913,Norway,Sweden,1,1,Friendly,Tie,Tie
26,10,1913,Uruguay,Argentina,1,0,Copa Newton,Uruguay,Argentina
2,11,1913,Belgium,Switzerland,2,0,Friendly,Belgium,Switzerland
23,11,1913,Belgium,Germany,6,2,Friendly,Belgium,Germany
11,1,1914,Italy,Austria,0,0,Friendly,Tie,Tie
19,1,1914,Wales,Northern Ireland,1,2,British Home Championship,Northern Ireland,Wales
25,1,1914,France,Belgium,4,3,Friendly,France,Belgium
8,2,1914,Luxembourg,France,5,4,Friendly,Luxembourg,France
14,2,1914,England,Northern Ireland,0,3,British Home Championship,Northern Ireland,England
28,2,1914,Scotland,Wales,0,0,British Home Championship,Tie,Tie
8,3,1914,France,Switzerland,2,2,Friendly,Tie,Tie
14,3,1914,Northern Ireland,Scotland,1,1,British Home Championship,Tie,Tie
15,3,1914,Belgium,Netherlands,2,4,Friendly,Netherlands,Belgium
16,3,1914,Wales,England,0,2,British Home Championship,England,Wales
29,3,1914,Italy,France,2,0,Friendly,Italy,France
5,4,1914,Italy,Switzerland,1,1,Friendly,Tie,Tie
5,4,1914,Netherlands,Germany,4,4,Friendly,Tie,Tie
14,4,1914,Scotland,England,3,1,British Home Championship,Scotland,England
26,4,1914,Netherlands,Belgium,4,2,Friendly,Netherlands,Belgium
3,5,1914,Austria,Hungary,2,0,Friendly,Austria,Hungary
17,5,1914,Denmark,Netherlands,4,3,Friendly,Denmark,Netherlands
17,5,1914,Switzerland,Italy,0,1,Friendly,Italy,Switzerland
24,5,1914,Sweden,Finland,4,3,Friendly,Sweden,Finland
31,5,1914,Hungary,France,5,1,Friendly,Hungary,France
21,6,1914,Sweden,Hungary,1,1,Friendly,Tie,Tie
28,6,1914,Norway,Sweden,0,1,Friendly,Sweden,Norway
5,7,1914,Sweden,Russia,2,2,Friendly,Tie,Tie
12,7,1914,Norway,Russia,1,1,Friendly,Tie,Tie
30,8,1914,Uruguay,Argentina,3,2,Copa Premio Honor Uruguayo,Uruguay,Argentina
13,9,1914,Argentina,Uruguay,2,1,Copa Premio Honor Argentino,Argentina,Uruguay
20,9,1914,Argentina,Brazil,3,0,Friendly,Argentina,Brazil
27,9,1914,Argentina,Brazil,0,1,Copa Roca,Brazil,Argentina
4,10,1914,Hungary,Austria,2,2,Friendly,Tie,Tie
25,10,1914,Sweden,Norway,7,0,Friendly,Sweden,Norway
8,11,1914,Austria,Hungary,1,2,Friendly,Hungary,Austria
3,1,1915,Basque Country,Catalonia,6,1,Friendly,Basque Country,Catalonia
31,1,1915,Italy,Switzerland,3,1,Friendly,Italy,Switzerland
7,2,1915,Catalonia,Basque Country,2,2,Friendly,Tie,Tie
2,5,1915,Hungary,Austria,2,5,Friendly,Austria,Hungary
13,5,1915,Basque Country,Catalonia,1,0,Friendly,Basque Country,Catalonia
30,5,1915,Austria,Hungary,1,2,Friendly,Hungary,Austria
6,6,1915,Denmark,Sweden,2,0,Friendly,Denmark,Sweden
27,6,1915,Norway,Sweden,1,1,Friendly,Tie,Tie
18,7,1915,Uruguay,Argentina,2,3,Copa Premio Honor Uruguayo,Argentina,Uruguay
15,8,1915,Argentina,Uruguay,2,1,Copa Lipton,Argentina,Uruguay
12,9,1915,Uruguay,Argentina,2,0,Copa Newton,Uruguay,Argentina
19,9,1915,Denmark,Norway,8,1,Friendly,Denmark,Norway
3,10,1915,Austria,Hungary,4,2,Friendly,Austria,Hungary
24,10,1915,Sweden,Norway,5,2,Friendly,Sweden,Norway
31,10,1915,Sweden,Denmark,0,2,Friendly,Denmark,Sweden
7,11,1915,Hungary,Austria,6,2,Friendly,Hungary,Austria
7,5,1916,Austria,Hungary,3,1,Friendly,Austria,Hungary
21,5,1916,Catalonia,Basque Country,1,3,Friendly,Basque Country,Catalonia
22,5,1916,Catalonia,Basque Country,0,0,Friendly,Tie,Tie
4,6,1916,Denmark,Sweden,2,0,Friendly,Denmark,Sweden
4,6,1916,Hungary,Austria,2,1,Friendly,Hungary,Austria
4,6,1916,Basque Country,Catalonia,5,0,Friendly,Basque Country,Catalonia
25,6,1916,Norway,Denmark,0,2,Friendly,Denmark,Norway
2,7,1916,Chile,Uruguay,0,4,Copa América,Uruguay,Chile
2,7,1916,Sweden,Norway,6,0,Friendly,Sweden,Norway
6,7,1916,Argentina,Chile,6,1,Copa América,Argentina,Chile
8,7,1916,Brazil,Chile,1,1,Copa América,Tie,Tie
10,7,1916,Argentina,Brazil,1,1,Copa América,Tie,Tie
12,7,1916,Argentina,Chile,1,0,Friendly,Argentina,Chile
12,7,1916,Brazil,Uruguay,1,2,Copa América,Uruguay,Brazil
14,7,1916,Uruguay,Chile,4,1,Friendly,Uruguay,Chile
17,7,1916,Argentina,Uruguay,0,0,Copa América,Tie,Tie
18,7,1916,Uruguay,Brazil,0,1,Friendly,Brazil,Uruguay
15,8,1916,Argentina,Uruguay,3,1,Copa Newton,Argentina,Uruguay
15,8,1916,Uruguay,Argentina,1,2,Copa Lipton,Argentina,Uruguay
20,8,1916,Sweden,United States,2,3,Friendly,United States,Sweden
3,9,1916,Norway,United States,1,1,Friendly,Tie,Tie
1,10,1916,Argentina,Uruguay,7,2,Friendly,Argentina,Uruguay
1,10,1916,Hungary,Austria,2,3,Friendly,Austria,Hungary
1,10,1916,Norway,Sweden,0,0,Friendly,Tie,Tie
1,10,1916,Uruguay,Argentina,0,1,Copa Premio Honor Uruguayo,Argentina,Uruguay
8,10,1916,Sweden,Denmark,4,0,Friendly,Sweden,Denmark
15,10,1916,Denmark,Norway,8,0,Friendly,Denmark,Norway
29,10,1916,Uruguay,Argentina,3,1,Friendly,Uruguay,Argentina
5,11,1916,Austria,Hungary,3,3,Friendly,Tie,Tie
6,5,1917,Austria,Hungary,1,1,Friendly,Tie,Tie
7,5,1917,Japan,Philippines,2,15,Friendly,Philippines,Japan
3,6,1917,Denmark,Sweden,1,1,Friendly,Tie,Tie
3,6,1917,Hungary,Austria,6,2,Friendly,Hungary,Austria
17,6,1917,Norway,Denmark,1,2,Friendly,Denmark,Norway
15,7,1917,Austria,Hungary,1,4,Friendly,Hungary,Austria
18,7,1917,Uruguay,Argentina,0,2,Copa Premio Honor Uruguayo,Argentina,Uruguay
15,8,1917,Argentina,Uruguay,1,0,Copa Lipton,Argentina,Uruguay
19,8,1917,Sweden,Norway,3,3,Friendly,Tie,Tie
2,9,1917,Uruguay,Argentina,1,0,Copa Newton,Uruguay,Argentina
16,9,1917,Norway,Sweden,0,2,Friendly,Sweden,Norway
30,9,1917,Uruguay,Chile,4,0,Copa América,Uruguay,Chile
3,10,1917,Argentina,Brazil,4,2,Copa América,Argentina,Brazil
6,10,1917,Argentina,Chile,1,0,Copa América,Argentina,Chile
7,10,1917,Denmark,Norway,12,0,Friendly,Denmark,Norway
7,10,1917,Hungary,Austria,2,1,Friendly,Hungary,Austria
7,10,1917,Uruguay,Brazil,4,0,Copa América,Uruguay,Brazil
12,10,1917,Brazil,Chile,5,0,Copa América,Brazil,Chile
14,10,1917,Sweden,Denmark,1,2,Friendly,Denmark,Sweden
14,10,1917,Uruguay,Argentina,1,0,Copa América,Uruguay,Argentina
16,10,1917,Uruguay,Brazil,3,1,Friendly,Uruguay,Brazil
4,11,1917,Austria,Hungary,1,2,Friendly,Hungary,Austria
23,12,1917,Switzerland,Austria,0,1,Friendly,Austria,Switzerland
26,12,1917,Switzerland,Austria,3,2,Friendly,Switzerland,Austria
14,4,1918,Hungary,Austria,2,0,Friendly,Hungary,Austria
9,5,1918,Austria,Switzerland,5,1,Friendly,Austria,Switzerland
12,5,1918,Hungary,Switzerland,2,1,Friendly,Hungary,Switzerland
26,5,1918,Sweden,Norway,2,0,Friendly,Sweden,Norway
2,6,1918,Austria,Hungary,0,2,Friendly,Hungary,Austria
2,6,1918,Denmark,Sweden,3,0,Friendly,Denmark,Sweden
16,6,1918,Norway,Denmark,3,1,Friendly,Norway,Denmark
18,7,1918,Uruguay,Argentina,1,1,Copa Premio Honor Uruguayo,Tie,Tie
28,7,1918,Uruguay,Argentina,3,1,Copa Premio Honor Uruguayo,Uruguay,Argentina
15,8,1918,Argentina,Uruguay,0,0,Copa Premio Honor Argentino,Tie,Tie
25,8,1918,Argentina,Uruguay,2,1,Copa Premio Honor Argentino,Argentina,Uruguay
15,9,1918,Norway,Sweden,2,1,Friendly,Norway,Sweden
20,9,1918,Uruguay,Argentina,1,1,Copa Lipton,Tie,Tie
29,9,1918,Argentina,Uruguay,2,0,Copa Newton,Argentina,Uruguay
6,10,1918,Austria,Hungary,0,3,Friendly,Hungary,Austria
6,10,1918,Denmark,Norway,4,0,Friendly,Denmark,Norway
20,10,1918,Sweden,Denmark,1,2,Friendly,Denmark,Sweden
9,3,1919,Belgium,France,2,2,Friendly,Tie,Tie
6,4,1919,Hungary,Austria,2,1,Friendly,Hungary,Austria
11,5,1919,Brazil,Chile,6,0,Copa América,Brazil,Chile
11,5,1919,Paraguay,Argentina,1,5,Friendly,Argentina,Paraguay
13,5,1919,Argentina,Uruguay,2,3,Copa América,Uruguay,Argentina
15,5,1919,Paraguay,Argentina,0,3,Friendly,Argentina,Paraguay
17,5,1919,Chile,Uruguay,0,2,Copa América,Uruguay,Chile
18,5,1919,Brazil,Argentina,3,1,Copa América,Brazil,Argentina
21,5,1919,Paraguay,Argentina,1,2,Friendly,Argentina,Paraguay
22,5,1919,Argentina,Chile,4,1,Copa América,Argentina,Chile
24,5,1919,Paraguay,Argentina,1,2,Friendly,Argentina,Paraguay
26,5,1919,Brazil,Uruguay,2,2,Copa América,Tie,Tie
